Year,Month,Sector,Hydroelectric Power,Geothermal Energy,Solar Energy,Wind Energy,Wood Energy,Waste Energy,"Fuel Ethanol, Excluding Denaturant",Biomass Losses and Co-products,Biomass Energy,Total Renewable Energy,Renewable Diesel Fuel,Other Biofuels,Conventional Hydroelectric Power,Biodiesel
1975,10,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,11,Commerical,0,0,0,0,0.663,0,0,0,0.663,0.663,0,0,0,0
1975,11,Electric Power,0,1.085,0,0,0.019,0.141,0,0,0.16,84.597,0,0,83.352,0
1975,11,Industrial,0.818,0,0,0,87.392,0,0,0,87.392,88.21,0,0,0,0
1975,11,Residential,0,0,0,0,34.965,0,0,0,0,34.965,0,0,0,0
1975,11,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,12,Commerical,0,0,0,0,0.685,0,0,0,0.685,0.685,0,0,0,0
1975,12,Electric Power,0,1.124,0,0,0.018,0.138,0,0,0.156,89.916,0,0,88.635,0
1975,12,Industrial,0.875,0,0,0,90.305,0,0,0,90.305,91.18,0,0,0,0
1975,12,Residential,0,0,0,0,36.131,0,0,0,0,36.131,0,0,0,0
1975,12,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,1,Commerical,0,0,0,0,0.771,0,0,0,0.771,0.771,0,0,0,0
1976,1,Electric Power,0,1.119,0,0,0.022,0.14,0,0,0.162,90.232,0,0,88.95,0
1976,1,Industrial,0.954,0,0,0,103.323,0,0,0,103.323,104.277,0,0,0,0
1976,1,Residential,0,0,0,0,40.794,0,0,0,0,40.794,0,0,0,0
1976,1,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,2,Commerical,0,0,0,0,0.721,0,0,0,0.721,0.721,0,0,0,0
1976,2,Electric Power,0,1.053,0,0,0.019,0.136,0,0,0.155,84.872,0,0,83.664,0
1976,2,Industrial,0.963,0,0,0,96.657,0,0,0,96.657,97.619,0,0,0,0
1976,2,Residential,0,0,0,0,38.162,0,0,0,0,38.162,0,0,0,0
1976,2,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,3,Commerical,0,0,0,0,0.771,0,0,0,0.771,0.771,0,0,0,0
1976,3,Electric Power,0,1.127,0,0,0.026,0.137,0,0,0.163,91.922,0,0,90.632,0
1976,3,Industrial,0.997,0,0,0,103.323,0,0,0,103.323,104.32,0,0,0,0
1976,3,Residential,0,0,0,0,40.794,0,0,0,0,40.794,0,0,0,0
1976,3,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,4,Commerical,0,0,0,0,0.746,0,0,0,0.746,0.746,0,0,0,0
1976,4,Electric Power,0,1.015,0,0,0.023,0.126,0,0,0.149,83.519,0,0,82.355,0
1976,4,Industrial,1.024,0,0,0,99.99,0,0,0,99.99,101.013,0,0,0,0
1976,4,Residential,0,0,0,0,39.478,0,0,0,0,39.478,0,0,0,0
1976,4,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,5,Commerical,0,0,0,0,0.771,0,0,0,0.771,0.771,0,0,0,0
1976,5,Electric Power,0,0.97,0,0,0.025,0.134,0,0,0.159,88.19,0,0,87.061,0
1976,5,Industrial,1.004,0,0,0,103.323,0,0,0,103.323,104.327,0,0,0,0
1976,5,Residential,0,0,0,0,40.794,0,0,0,0,40.794,0,0,0,0
1976,5,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,6,Commerical,0,0,0,0,0.746,0,0,0,0.746,0.746,0,0,0,0
1976,6,Electric Power,0,1.008,0,0,0.03,0.161,0,0,0.191,88.419,0,0,87.22,0
1976,6,Industrial,0.962,0,0,0,99.99,0,0,0,99.99,100.952,0,0,0,0
1976,6,Residential,0,0,0,0,39.478,0,0,0,0,39.478,0,0,0,0
1976,6,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,7,Commerical,0,0,0,0,0.771,0,0,0,0.771,0.771,0,0,0,0
1976,7,Electric Power,0,1.089,0,0,0.01,0.19,0,0,0.2,90.219,0,0,88.93,0
1976,7,Industrial,0.877,0,0,0,103.323,0,0,0,103.323,104.2,0,0,0,0
1976,7,Residential,0,0,0,0,40.794,0,0,0,0,40.794,0,0,0,0
1976,7,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,8,Commerical,0,0,0,0,0.771,0,0,0,0.771,0.771,0,0,0,0
1976,8,Electric Power,0,1.072,0,0,0.031,0.192,0,0,0.223,82.646,0,0,81.351,0
1976,8,Industrial,0.803,0,0,0,103.323,0,0,0,103.323,104.125,0,0,0,0
1976,8,Residential,0,0,0,0,40.794,0,0,0,0,40.794,0,0,0,0
1976,8,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,9,Commerical,0,0,0,0,0.746,0,0,0,0.746,0.746,0,0,0,0
1976,9,Electric Power,0,1.044,0,0,0.057,0.165,0,0,0.222,70.761,0,0,69.496,0
1976,9,Industrial,0.69,0,0,0,99.99,0,0,0,99.99,100.68,0,0,0,0
1976,9,Residential,0,0,0,0,39.478,0,0,0,0,39.478,0,0,0,0
1976,9,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,10,Commerical,0,0,0,0,0.771,0,0,0,0.771,0.771,0,0,0,0
1976,10,Electric Power,0,1.014,0,0,0.052,0.174,0,0,0.226,73.032,0,0,71.792,0
1976,10,Industrial,0.899,0,0,0,103.323,0,0,0,103.323,104.222,0,0,0,0
1976,10,Residential,0,0,0,0,40.794,0,0,0,0,40.794,0,0,0,0
1976,10,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,11,Commerical,0,0,0,0,0.746,0,0,0,0.746,0.746,0,0,0,0
1976,11,Electric Power,0,0.854,0,0,0.267,0.171,0,0,0.437,68.862,0,0,67.571,0
1976,11,Industrial,0.892,0,0,0,99.99,0,0,0,99.99,100.882,0,0,0,0
1976,11,Residential,0,0,0,0,39.478,0,0,0,0,39.478,0,0,0,0
1976,11,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,12,Commerical,0,0,0,0,0.771,0,0,0,0.771,0.771,0,0,0,0
1976,12,Electric Power,0,0.975,0,0,0.313,0.163,0,0,0.476,70.439,0,0,68.988,0
1976,12,Industrial,0.912,0,0,0,103.323,0,0,0,103.323,104.235,0,0,0,0
1976,12,Residential,0,0,0,0,40.794,0,0,0,0,40.794,0,0,0,0
1976,12,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,1,Commerical,0,0,0,0,0.874,0,0,0,0.874,0.874,0,0,0,0
1977,1,Electric Power,0,1.057,0,0,0.368,0.146,0,0,0.514,72.201,0,0,70.63,0
1977,1,Industrial,1.001,0,0,0,108.818,0,0,0,108.818,109.819,0,0,0,0
1977,1,Residential,0,0,0,0,46.014,0,0,0,0,46.014,0,0,0,0
1977,1,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,2,Commerical,0,0,0,0,0.789,0,0,0,0.789,0.789,0,0,0,0
1977,2,Electric Power,0,0.923,0,0,0.408,0.13,0,0,0.538,53.152,0,0,51.691,0
1977,2,Industrial,0.732,0,0,0,98.287,0,0,0,98.287,99.02,0,0,0,0
1977,2,Residential,0,0,0,0,41.561,0,0,0,0,41.561,0,0,0,0
1977,2,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,3,Commerical,0,0,0,0,0.874,0,0,0,0.874,0.874,0,0,0,0
1977,3,Electric Power,0,1.046,0,0,0.365,0.146,0,0,0.511,69.117,0,0,67.56,0
1977,3,Industrial,0.957,0,0,0,108.818,0,0,0,108.818,109.775,0,0,0,0
1977,3,Residential,0,0,0,0,46.014,0,0,0,0,46.014,0,0,0,0
1977,3,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,4,Commerical,0,0,0,0,0.845,0,0,0,0.845,0.845,0,0,0,0
1977,4,Electric Power,0,0.933,0,0,0.329,0.148,0,0,0.478,65.018,0,0,63.607,0
1977,4,Industrial,0.901,0,0,0,105.308,0,0,0,105.308,106.209,0,0,0,0
1977,4,Residential,0,0,0,0,44.53,0,0,0,0,44.53,0,0,0,0
1977,4,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,5,Commerical,0,0,0,0,0.874,0,0,0,0.874,0.874,0,0,0,0
1977,5,Electric Power,0,1.007,0,0,0.325,0.155,0,0,0.48,65.213,0,0,63.726,0
1977,5,Industrial,0.903,0,0,0,108.818,0,0,0,108.818,109.721,0,0,0,0
1977,5,Residential,0,0,0,0,46.014,0,0,0,0,46.014,0,0,0,0
1977,5,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,6,Commerical,0,0,0,0,0.845,0,0,0,0.845,0.845,0,0,0,0
1977,6,Electric Power,0,0.991,0,0,0.314,0.156,0,0,0.469,60.236,0,0,58.776,0
1977,6,Industrial,0.833,0,0,0,105.308,0,0,0,105.308,106.141,0,0,0,0
1977,6,Residential,0,0,0,0,44.53,0,0,0,0,44.53,0,0,0,0
1977,6,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,7,Commerical,0,0,0,0,0.874,0,0,0,0.874,0.874,0,0,0,0
1977,7,Electric Power,0,1.048,0,0,0.036,0.178,0,0,0.214,58.579,0,0,57.317,0
1977,7,Industrial,0.812,0,0,0,108.818,0,0,0,108.818,109.63,0,0,0,0
1977,7,Residential,0,0,0,0,46.014,0,0,0,0,46.014,0,0,0,0
1977,7,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,8,Commerical,0,0,0,0,0.874,0,0,0,0.874,0.874,0,0,0,0
1977,8,Electric Power,0,0.96,0,0,0.203,0.172,0,0,0.375,58.357,0,0,57.022,0
1977,8,Industrial,0.808,0,0,0,108.818,0,0,0,108.818,109.626,0,0,0,0
1977,8,Residential,0,0,0,0,46.014,0,0,0,0,46.014,0,0,0,0
1977,8,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,9,Commerical,0,0,0,0,0.845,0,0,0,0.845,0.845,0,0,0,0
1977,9,Electric Power,0,1.028,0,0,0.255,0.172,0,0,0.427,57.496,0,0,56.041,0
1977,9,Industrial,0.794,0,0,0,105.308,0,0,0,105.308,106.102,0,0,0,0
1977,9,Residential,0,0,0,0,44.53,0,0,0,0,44.53,0,0,0,0
1977,9,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,10,Commerical,0,0,0,0,0.874,0,0,0,0.874,0.874,0,0,0,0
1977,10,Electric Power,0,1.075,0,0,0.292,0.174,0,0,0.466,60.19,0,0,58.649,0
1977,10,Industrial,0.831,0,0,0,108.818,0,0,0,108.818,109.649,0,0,0,0
1977,10,Residential,0,0,0,0,46.014,0,0,0,0,46.014,0,0,0,0
1977,10,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,11,Commerical,0,0,0,0,0.845,0,0,0,0.845,0.845,0,0,0,0
1977,11,Electric Power,0,1.08,0,0,0.205,0.112,0,0,0.317,70.993,0,0,69.596,0
1977,11,Industrial,0.986,0,0,0,105.308,0,0,0,105.308,106.294,0,0,0,0
1977,11,Residential,0,0,0,0,44.53,0,0,0,0,44.53,0,0,0,0
1977,11,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,12,Commerical,0,0,0,0,0.874,0,0,0,0.874,0.874,0,0,0,0
1977,12,Electric Power,0,1.075,0,0,0.11,0.119,0,0,0.229,78.948,0,0,77.644,0
1977,12,Industrial,1.1,0,0,0,108.818,0,0,0,108.818,109.918,0,0,0,0
1977,12,Residential,0,0,0,0,46.014,0,0,0,0,46.014,0,0,0,0
1977,12,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,1,Commerical,0,0,0,0,1.005,0,0,0,1.005,1.005,0,0,0,0
1978,1,Electric Power,0,1.095,0,0,0.245,0.123,0,0,0.368,86.988,0,0,85.525,0
1978,1,Industrial,0.929,0,0,0,118.94,0,0,0,118.94,119.869,0,0,0,0
1978,1,Residential,0,0,0,0,52.815,0,0,0,0,52.815,0,0,0,0
1978,1,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,2,Commerical,0,0,0,0,0.908,0,0,0,0.908,0.908,0,0,0,0
1978,2,Electric Power,0,0.94,0,0,0.236,0.11,0,0,0.346,77.068,0,0,75.783,0
1978,2,Industrial,0.823,0,0,0,107.43,0,0,0,107.43,108.253,0,0,0,0
1978,2,Residential,0,0,0,0,47.703,0,0,0,0,47.703,0,0,0,0
1978,2,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,3,Commerical,0,0,0,0,1.005,0,0,0,1.005,1.005,0,0,0,0
